time	gFx	gFy	gFz	TgF
8.392483539	−0,0414	−0,0129	1,0377	1,039
8.395632601	−0,0421	−0,0085	1,0382	1,039
8.397538226	−0,0390	−0,0070	1,0387	1,039
8.400092862	−0,0387	−0,0051	1,0382	1,039
8.402480362	−0,0355	−0,0038	1,0367	1,037
8.404938278	−0,0365	0,0008	1,0443	1,045
8.407322757	−0,0360	0,0057	1,0482	1,049
8.41087807	−0,0346	0,0096	1,0472	1,048
8.412085257	−0,0304	0,0093	1,0423	1,043
8.414239268	−0,0282	0,0049	1,0372	1,038
8.416221612	−0,0304	0,0076	1,0333	1,034
8.419384424	−0,0331	0,0123	1,0318	1,032
8.421802549	−0,0309	0,013	1,0274	1,028
8.42533208	−0,0309	0,012	1,0199	1,02
8.426334424	−0,0292	0,0111	1,0145	1,015
8.429636195	−0,0292	0,0115	1,0059	1,006
8.431048434	−0,0304	0,0137	0,9989	0,999
8.434485362	−0,0341	0,0115	0,9901	0,991
8.436257289	−0,0392	0,0113	0,981	0,982
8.439433799	−0,0417	0,0106	0,9759	0,977
8.444958539	−0,0431	0,0098	0,9739	0,975
8.445937549	−0,0419	0,0069	0,9688	0,97
8.446167549	−0,0402	0,0108	0,9737	0,975
8.448512184	−0,0355	0,0125	0,9717	0,972
8.450575153	−0,0336	0,0123	0,9757	0,976
8.452859945	−0,0263	0,015	0,9774	0,978
8.455847966	−0,0202	0,0159	0,9805	0,981
8.458802445	−0,0143	0,0167	0,9808	0,981
8.460127549	−0,0148	0,0206	0,9859	0,986
8.462272445	−0,0128	0,0201	0,9852	0,985
8.46615833	−0,0121	0,0189	0,9874	0,988
8.467689945	−0,0138	0,0186	0,9918	0,992
8.469080257	−0,0165	0,0176	0,9986	0,999
8.472764007	−0,0143	0,0169	1,0079	1,008
8.474588955	−0,0158	0,0125	1,0191	1,019
8.476391195	−0,0128	0,0096	1,0262	1,026
8.479136403	−0,0099	0,0049	1,0326	1,033
8.482562705	−0,0092	0,0015	1,0365	1,037
8.483896976	−0,0048	−0,0021	1,0382	1,038
8.487035987	−0,0048	−0,0029	1,0358	1,036
8.491902289	−0,0053	−0,0048	1,0323	1,032
8.492308174	−0,0055	−0,0060	1,0277	1,028
8.493458174	−0,0087	−0,0104	1,0252	1,025
8.49636833	−0,0084	−0,0129	1,025	1,025
8.498865205	−0,0126	−0,0168	1,027	1,027
8.501141403	−0,0153	−0,0183	1,0292	1,029
8.503411455	−0,0170	−0,0207	1,0277	1,028
8.510175987	−0,0209	−0,0222	1,0211	1,022
8.510758122	−0,0265	−0,0241	1,0138	1,014
8.510920622	−0,0346	−0,0202	1,0045	1,005
8.513188122	−0,0404	−0,0173	0,9976	0,999
8.515853174	−0,0417	−0,0163	0,9928	0,994
8.518111143	−0,0443	−0,0148	0,9913	0,992
8.520574789	−0,0465	−0,0134	0,995	0,996
8.522184997	−0,0446	−0,0139	1,0011	1,002
8.527144164	−0,0446	−0,0178	1,0074	1,009
8.527709059	−0,0424	−0,0175	1,0116	1,013
8.529583747	−0,0417	−0,0122	1,0111	1,012
8.532516611	−0,0421	−0,0056	1,0055	1,006
8.534379528	−0,0409	−0,0017	0,9962	0,997
8.536853799	−0,0375	−0,0036	0,9859	0,987
8.539735778	−0,0382	−0,0014	0,9803	0,981
8.541627289	−0,0407	0,0035	0,9859	0,987
8.544112393	−0,0399	0,0101	0,994	0,995
8.546310726	−0,0390	0,0108	0,9976	0,998
8.549372705	−0,0426	0,0135	1,0023	1,003
8.551427601	−0,0439	0,0191	1,0028	1,004
8.55393708	−0,0448	0,0194	1,0028	1,004
8.557774789	−0,0453	0,0223	0,9979	0,999
8.55855682	−0,0485	0,024	0,9952	0,997
8.561038851	−0,0531	0,0274	0,9954	0,997
8.564067393	−0,0546	0,0304	1,0025	1,004
8.566026611	−0,0485	0,0272	1,0165	1,018
8.568707549	−0,0463	0,0211	1,0318	1,033
8.570917393	−0,0417	0,0223	1,0421	1,043
8.574912132	−0,0412	0,0262	1,047	1,048
8.575556716	−0,0316	0,0252	1,0475	1,048
8.57828807	−0,0248	0,0189	1,0389	1,039
8.580596143	−0,0246	0,0179	1,0343	1,035
8.582715361	−0,0226	0,0186	1,0362	1,037
8.585178382	−0,0182	0,0233	1,0375	1,038
8.588931507	−0,0165	0,0179	1,0365	1,037
8.591073486	−0,0165	0,0096	1,0292	1,029
8.592519632	−0,0231	0,0071	1,0279	1,028
8.595306559	−0,0268	0,0098	1,0218	1,022
8.597907289	−0,0299	0,0106	1,0177	1,018
8.599777966	−0,0333	0,0025	1,0099	1,01
8.602474632	−0,0316	−0,0009	1,0074	1,008
8.605197653	−0,0338	0,004	1,0072	1,008
8.608622445	−0,0380	0,0108	1,0086	1,009
8.609126195	−0,0382	0,013	1,0038	1,005
8.612517549	−0,0331	0,0059	0,9952	0,996
8.61513932	−0,0319	0,0027	0,9852	0,986
8.617085361	−0,0373	0,0074	0,9845	0,985
8.62026307	−0,0390	0,0103	0,9815	0,982
8.621326403	−0,0380	0,0113	0,9766	0,977
8.625148174	−0,0365	0,0064	0,9747	0,975
8.625866924	−0,0363	0,0064	0,9835	0,984
8.628326091	−0,0348	0,0081	0,9984	0,999
8.630857549	−0,0341	0,0093	1,0123	1,013
8.632384372	−0,0304	0,0093	1,0191	1,02
8.634815674	−0,0258	0,0113	1,0223	1,023
8.637416143	−0,0224	0,014	1,0257	1,026
8.641245257	−0,0187	0,0196	1,0226	1,023
8.642628799	−0,0138	0,0203	1,0174	1,018
8.644540518	−0,0121	0,0208	1,0123	1,013
8.647015153	−0,0123	0,0247	1,0133	1,014
8.649366716	−0,0172	0,0286	1,0113	1,012
8.651817132	−0,0180	0,0326	1,0121	1,013
8.654032653	−0,0170	0,0289	1,0069	1,007
8.65952057	−0,0192	0,0269	1,0094	1,01
8.660049736	−0,0204	0,0294	1,0133	1,014
8.662313434	−0,0219	0,0323	1,0113	1,012
8.663866768	−0,0172	0,0269	1,0103	1,011
8.666566716	−0,0143	0,0211	1,0064	1,007
8.669274736	−0,0158	0,0179	1,0069	1,007
8.671636455	−0,0172	0,0233	1,0125	1,013
8.674277393	−0,0204	0,0301	1,013	1,014
8.676386299	−0,0187	0,0279	1,0113	1,012
8.679548955	−0,0192	0,0208	1,0001	1
8.680496091	−0,0209	0,022	1,002	1,003
8.683739372	−0,0285	0,0269	1,0055	1,006
8.686660778	−0,0338	0,0326	1,0089	1,01
8.689030361	−0,0309	0,0267	1,0111	1,012
8.691169424	−0,0297	0,0174	1,0143	1,015
8.693390414	−0,0338	0,0174	1,0221	1,023
8.696601924	−0,0365	0,0194	1,0279	1,029
8.698256455	−0,0351	0,0147	1,0306	1,031
8.700722705	−0,0333	0,0106	1,0309	1,031
8.702979216	−0,0314	0,0074	1,0272	1,028
8.705540466	−0,0314	0,0108	1,0245	1,025
8.708451924	−0,0311	0,0064	1,0226	1,023
8.709700049	−0,0289	0,0018	1,0199	1,02
8.71349682	−0,0277	0,0027	1,0184	1,019
8.714269945	−0,0282	0,0059	1,0226	1,023
8.717397705	−0,0309	0,014	1,024	1,025
8.720022809	−0,0253	0,0098	1,0133	1,014
8.722535361	−0,0226	0,0049	1,003	1,003
8.724469059	−0,0221	0,0042	1,0001	1
8.726608695	−0,0238	0,0069	0,9989	0,999
8.729991716	−0,0265	0,0137	0,9976	0,998
8.73101182	−0,0270	0,0159	0,9903	0,991
8.734418382	−0,0280	0,0133	0,981	0,982
8.737325518	−0,0282	0,0123	0,9813	0,982
8.739458122	−0,0341	0,0181	0,9896	0,99
8.742162653	−0,0375	0,0282	1,0013	1,002
8.743881143	−0,0358	0,0294	1,0096	1,011
8.747084893	−0,0351	0,0269	1,014	1,015
8.749253591	−0,0348	0,026	1,0172	1,018
8.751308226	−0,0358	0,0308	1,0248	1,026
8.753782809	−0,0387	0,0333	1,0274	1,029
8.755913174	−0,0353	0,0294	1,0309	1,032
8.758290934	−0,0365	0,0235	1,0343	1,035
8.761688382	−0,0377	0,0245	1,0455	1,046
8.763788955	−0,0353	0,025	1,0533	1,054
8.76597807	−0,0292	0,0164	1,0573	1,058
8.768278278	−0,0253	0,0069	1,0568	1,057
8.770754528	−0,0221	0,0013	1,059	1,059
8.776217757	−0,0214	0,0047	1,0582	1,058
8.776756507	−0,0172	0,0069	1,0563	1,056
8.777007601	−0,0118	0,0015	1,0463	1,046
8.781095622	−0,0104	−0,0036	1,038	1,038
8.782112341	−0,0118	−0,0065	1,0343	1,034
8.78497958	−0,0145	−0,0017	1,0355	1,036
8.786942913	−0,0182	0,0079	1,0367	1,037
8.790697966	−0,0204	0,0108	1,0296	1,03
8.79129057	−0,0238	0,003	1,0145	1,015
8.79408583	−0,0260	0,0008	1,0067	1,007
8.796152497	−0,0338	0,0081	1,0062	1,007
8.798295726	−0,0385	0,0145	1,0086	1,009
8.800712184	−0,0431	0,0172	1,0045	1,006
8.803125518	−0,0441	0,0172	0,9964	0,998
8.807089424	−0,0502	0,0201	0,9913	0,993
8.808363851	−0,0531	0,0284	0,9969	0,999
8.811228591	−0,0522	0,0328	1,0047	1,007
8.814313591	−0,0514	0,0311	1,0118	1,014
8.815542497	−0,0478	0,0277	1,0157	1,017
8.819253747	−0,0448	0,0257	1,0228	1,024
8.821143018	−0,0451	0,0338	1,0265	1,028
8.823344163	−0,0419	0,0382	1,0257	1,027
8.825425309	−0,0385	0,035	1,0189	1,02
8.827556091	−0,0385	0,0296	1,0143	1,015
8.831127445	−0,0382	0,0294	1,0206	1,022
8.833781976	−0,0370	0,0343	1,0316	1,033
8.835582549	−0,0336	0,0369	1,0392	1,04
8.83938307	−0,0285	0,033	1,0436	1,044
8.839802236	−0,0255	0,0264	1,0406	1,041
8.84295557	−0,0221	0,0233	1,0382	1,039
8.845870518	−0,0253	0,0262	1,0333	1,034
8.846970413	−0,0231	0,0277	1,0274	1,028
8.850076611	−0,0231	0,0191	1,0157	1,016
8.852218799	−0,0263	0,0142	1,0077	1,008
8.854539268	−0,0302	0,0157	1,0077	1,008
8.856695466	−0,0319	0,0233	1,0191	1,02
8.859876143	−0,0348	0,0274	1,0265	1,027
8.861858903	−0,0324	0,0216	1,023	1,024
8.864372341	−0,0311	0,0125	1,0187	1,019
8.86691958	−0,0299	0,014	1,0189	1,019
8.869161768	−0,0265	0,015	1,0206	1,021
8.871717184	−0,0277	0,0198	1,0187	1,019
8.873813538	−0,0299	0,023	1,0101	1,011
8.877339111	−0,0348	0,0216	0,9925	0,993
8.878881455	−0,0385	0,0216	0,984	0,985
8.881324893	−0,0439	0,0299	0,9862	0,988
8.883627653	−0,0490	0,0357	0,9969	0,999
8.886115882	−0,0509	0,0326	1,0072	1,009
8.888541872	−0,0519	0,0262	1,0182	1,02
8.890649684	−0,0519	0,023	1,0279	1,03
8.893791768	−0,0500	0,0262	1,0375	1,039
8.895959528	−0,0480	0,0326	1,0419	1,043
8.898409736	−0,0465	0,0379	1,0375	1,039
8.90055307	−0,0436	0,0365	1,0255	1,027
8.902934997	−0,0421	0,0369	1,0187	1,02
8.909093643	−0,0421	0,0362	1,0189	1,02
8.909732653	−0,0392	0,034	1,0289	1,03
8.909985153	−0,0382	0,0333	1,0389	1,04
8.913682601	−0,0370	0,0279	1,0472	1,048
8.914047601	−0,0324	0,0189	1,0492	1,05
8.917157445	−0,0302	0,0164	1,047	1,048
8.919538174	−0,0246	0,0145	1,0397	1,04
8.923469372	−0,0216	0,0135	1,0348	1,035
8.924058278	−0,0214	0,0128	1,0262	1,027
8.926387601	−0,0255	0,0159	1,0165	1,017
8.929609476	−0,0282	0,0159	1,0128	1,013
8.931457809	−0,0326	0,013	1,0145	1,015
8.93386307	−0,0309	0,0081	1,015	1,015
8.937111716	−0,0329	0,0057	1,0174	1,018
8.939061611	−0,0307	0,0064	1,0199	1,02
8.941046455	−0,0304	0,0084	1,0218	1,022
8.943523018	−0,0302	0,0115	1,0152	1,016
8.945851716	−0,0282	0,0133	1,0069	1,007
8.948289684	−0,0309	0,014	0,995	0,996
8.950529372	−0,0358	0,0159	0,9901	0,991
8.953084424	−0,0385	0,0184	0,9962	0,997
8.955775674	−0,0436	0,0189	1,0064	1,008
8.958122341	−0,0426	0,0189	1,0125	1,014
8.959737497	−0,0399	0,015	1,0165	1,017
8.962820465	−0,0365	0,0133	1,0204	1,021
8.965507965	−0,0324	0,0164	1,0218	1,022
8.967769111	−0,0302	0,0203	1,0157	1,016
8.970278486	−0,0258	0,0267	1,0099	1,011
8.973835934	−0,0268	0,0284	1,0023	1,003
8.97456333	−0,0294	0,0323	1,0006	1,002
8.97741182	−0,0319	0,0326	1,0064	1,007
8.979637913	−0,0324	0,0379	1,0196	1,021
8.982186507	−0,0297	0,0406	1,0348	1,036
8.984608486	−0,0255	0,0406	1,0399	1,041
8.987352809	−0,0241	0,0423	1,0421	1,043
8.989596872	−0,0209	0,0475	1,0365	1,038
8.991308018	−0,0204	0,0519	1,0272	1,029
8.994698226	−0,0214	0,0624	1,0162	1,018
8.996293434	−0,0211	0,0653	1,0018	1,004
8.998770882	−0,0224	0,0672	0,9893	0,992
9.001455622	−0,0265	0,0626	0,9823	0,985
9.003612965	−0,0307	0,0609	0,9813	0,984
9.006239528	−0,0368	0,058	0,9847	0,987
9.008827653	−0,0368	0,057	0,9884	0,991
9.011120101	−0,0390	0,0511	0,994	0,996
9.01368932	−0,0395	0,0475	1,0018	1,004
9.015858851	−0,0375	0,0548	1,0096	1,012
9.018292549	−0,0368	0,0624	1,0172	1,02
9.02052984	−0,0358	0,0653	1,0174	1,02
9.022248903	−0,0348	0,0702	1,0113	1,014
9.025577288	−0,0365	0,0736	1,0106	1,014
9.027181872	−0,0414	0,0758	1,0133	1,017
9.02936609	−0,0439	0,079	1,0191	1,023
9.031731195	−0,0451	0,0817	1,0245	1,029
9.034269788	−0,0387	0,0802	1,027	1,031
9.038475205	−0,0377	0,0802	1,0248	1,029
9.03905208	−0,0380	0,0782	1,0238	1,027
9.04163682	−0,0424	0,078	1,0174	1,021
9.044058747	−0,0468	0,079	1,0111	1,015
9.046342601	−0,0492	0,0753	1,0062	1,01
9.048720257	−0,0534	0,0763	1,0079	1,012
9.051237913	−0,0500	0,0795	1,023	1,027
9.053420257	−0,0470	0,0873	1,0387	1,043
9.058474424	−0,0439	0,0902	1,0524	1,057
9.059155726	−0,0402	0,0941	1,0573	1,062
9.062235205	−0,0341	0,0948	1,0538	1,059
9.063865049	−0,0314	0,0941	1,0477	1,052
9.067562393	−0,0285	0,0941	1,0382	1,043
9.068559997	−0,0285	0,0922	1,0262	1,031
9.072447028	−0,0304	0,0895	1,0165	1,021
9.07538557	−0,0314	0,0802	1,0099	1,014
9.075559372	−0,0321	0,0738	1,0062	1,009
9.078403382	−0,0353	0,0736	1,0084	1,012
9.080798122	−0,0399	0,0729	1,0099	1,013
9.083148434	−0,0434	0,0733	1,0069	1,011
9.08629807	−0,0407	0,0741	0,9989	1,002
9.088884736	−0,0387	0,0743	0,9908	0,994
9.090462132	−0,0399	0,0787	0,9862	0,99
9.093067288	−0,0399	0,0878	0,9849	0,99
9.094639997	−0,0407	0,0936	0,9793	0,985
9.098076507	−0,0407	0,099	0,9722	0,978
9.100626247	−0,0407	0,0966	0,9637	0,969
9.103031038	−0,0395	0,099	0,9617	0,968
9.104793955	−0,0397	0,0995	0,9612	0,967
9.106994007	−0,0431	0,1058	0,9647	0,971
9.110156507	−0,0439	0,1046	0,9644	0,971
9.112005934	−0,0446	0,1073	0,9583	0,965
9.114278174	−0,0465	0,109	0,9539	0,961
9.11683734	−0,0492	0,1124	0,952	0,96
9.119047132	−0,0482	0,1168	0,9566	0,965
9.122081872	−0,0468	0,1237	0,9644	0,973
9.123613122	−0,0463	0,1298	0,9671	0,977
9.126092184	−0,0448	0,1286	0,9783	0,988
9.128679476	−0,0456	0,1281	0,9862	0,995
9.131388851	−0,0473	0,1281	0,9962	1,005
9.133740413	−0,0478	0,1288	0,9979	1,007
9.135979893	−0,0434	0,1283	0,9954	1,005
9.13797807	−0,0431	0,1264	0,9925	1,001
9.140687445	−0,0382	0,1247	0,991	1
9.143347184	−0,0373	0,1207	0,9903	0,998
9.145557549	−0,0377	0,1185	0,9932	1,001
9.148221455	−0,0343	0,1146	0,9986	1,006
9.150601403	−0,0321	0,108	0,9974	1,004
9.153157497	−0,0297	0,0995	0,9989	1,004
9.155693226	−0,0294	0,0946	1,0091	1,014
9.157840465	−0,0333	0,0953	1,0172	1,022
9.160960934	−0,0319	0,0992	1,0213	1,027
9.162694736	−0,0289	0,0978	1,0155	1,021
9.165194111	−0,0292	0,0985	1,004	1,009
9.168228174	−0,0324	0,0988	0,9969	1,002
9.170090049	−0,0370	0,1019	0,9935	0,999
9.173431715	−0,0399	0,1036	0,9908	0,997
9.175457861	−0,0473	0,1024	0,9866	0,993
9.176671768	−0,0504	0,1041	0,9837	0,99
9.178932236	−0,0556	0,098	0,9866	0,993
9.181971403	−0,0590	0,0985	0,9972	1,004
9.184005101	−0,0636	0,1044	1,0081	1,016
9.18670307	−0,0641	0,1075	1,0155	1,023
9.188313747	−0,0566	0,1129	1,0199	1,028
9.190703695	−0,0507	0,1139	1,0216	1,029
9.194116195	−0,0497	0,119	1,0272	1,035
9.196203017	−0,0482	0,1227	1,0277	1,036
9.198528174	−0,0465	0,1259	1,0292	1,038
9.200754424	−0,0461	0,1283	1,0245	1,034
9.203283226	−0,0421	0,1271	1,0174	1,026
9.205605465	−0,0397	0,1247	1,0172	1,026
9.207906663	−0,0390	0,1234	1,0189	1,027
9.210829059	−0,0390	0,1244	1,027	1,035
9.212231507	−0,0355	0,1217	1,025	1,033
9.216169372	−0,0309	0,1178	1,0245	1,032
9.218292392	−0,0270	0,1156	1,023	1,03
9.222105257	−0,0231	0,1168	1,0191	1,026
9.222551767	−0,0206	0,1239	1,0191	1,027
9.224730205	−0,0204	0,1264	1,0125	1,021
9.227902913	−0,0206	0,1273	1,0008	1,009
9.230646507	−0,0228	0,129	0,9913	1
9.233116767	−0,0246	0,1293	0,9852	0,994
9.235476507	−0,0307	0,1327	0,9837	0,993
9.237844892	−0,0311	0,1312	0,9852	0,994
9.238588851	−0,0370	0,1352	0,9913	1,001
9.243942965	−0,0412	0,1381	0,992	1,002
9.244119892	−0,0414	0,1398	0,992	1,003
9.247215361	−0,0426	0,1337	0,9896	0,999
9.248052705	−0,0409	0,1349	0,9952	1,005
9.252500726	−0,0426	0,1393	1,003	1,014
9.253838122	−0,0421	0,14	1,0067	1,017
9.255927757	−0,0385	0,1432	1,0069	1,018
9.260914684	−0,0336	0,1418	1,0064	1,017
9.262327757	−0,0341	0,1439	1,0113	1,022
9.264424267	−0,0355	0,1493	1,016	1,027
9.267086038	−0,0355	0,151	1,0145	1,026
9.269481976	−0,0348	0,1562	1,0111	1,024
9.272113017	−0,0324	0,153	1,0091	1,021
9.276090257	−0,0311	0,1491	1,0079	1,019
9.276377965	−0,0289	0,1476	1,0042	1,015
9.278954424	−0,0302	0,1435	1,0045	1,015
9.282297965	−0,0292	0,1386	0,9991	1,009
9.28252484	−0,0255	0,1378	0,9918	1,002
9.286173747	−0,0253	0,1388	0,9813	0,991
9.288670049	−0,0272	0,1427	0,9732	0,984
9.291366663	−0,0309	0,1413	0,9678	0,979
9.29258557	−0,0309	0,1432	0,9656	0,977
9.296653642	−0,0346	0,1442	0,9708	0,982
9.296959892	−0,0343	0,1452	0,9757	0,987
9.30025557	−0,0382	0,1464	0,9783	0,99
9.303043226	−0,0360	0,1486	0,983	0,995
9.307527653	−0,0387	0,1493	0,9857	0,998
9.308080309	−0,0399	0,1574	0,9879	1,001
9.308744684	−0,0392	0,1613	0,9854	0,999
9.31183932	−0,0397	0,1669	0,981	0,996
9.31414833	−0,0382	0,1691	0,9764	0,992
9.315935465	−0,0407	0,1696	0,9793	0,995
9.318628642	−0,0426	0,1708	0,9871	1,003
9.320596195	−0,0441	0,1684	0,9974	1,012
9.323381976	−0,0453	0,1681	1,0067	1,022
9.325413278	−0,0407	0,165	1,0165	1,031
9.328271455	−0,0395	0,1642	1,0257	1,04
9.330987184	−0,0392	0,1647	1,0304	1,044
9.333938538	−0,0382	0,1667	1,0345	1,049
9.335829788	−0,0385	0,1703	1,0311	1,046
9.339203017	−0,0387	0,1698	1,0299	1,045
9.339947184	−0,0373	0,1725	1,0223	1,037
9.343344684	−0,0355	0,1681	1,0245	1,039
9.345869163	−0,0358	0,1681	1,0284	1,043
9.346940882	−0,0368	0,1664	1,0328	1,047
9.349362705	−0,0365	0,1637	1,0358	1,049
9.351840309	−0,0326	0,1557	1,0318	1,044
9.35424583	−0,0297	0,1493	1,0299	1,041
9.356557132	−0,0297	0,1508	1,0272	1,039
9.358724007	−0,0311	0,1569	1,0191	1,032
9.361426976	−0,0311	0,1584	1,003	1,016
9.363657913	−0,0321	0,1601	0,9898	1,003
9.366097392	−0,0365	0,1603	0,9774	0,991
9.368375517	−0,0404	0,1625	0,9739	0,988
9.370792965	−0,0451	0,1652	0,9761	0,991
9.373086142	−0,0470	0,1662	0,9827	0,998
9.376277445	−0,0485	0,1667	1,0003	1,015
9.378802705	−0,0473	0,1701	1,0099	1,025
9.381251611	−0,0463	0,1725	1,0184	1,034
9.383649997	−0,0453	0,1796	1,0125	1,029
9.387862236	−0,0463	0,1867	1,0062	1,024
9.388380413	−0,0456	0,1874	1,0023	1,021
9.391156559	−0,0478	0,1918	1,0008	1,02
9.393259997	−0,0465	0,1931	0,9986	1,018
9.395781455	−0,0439	0,1931	0,9984	1,018
9.39840234	−0,0402	0,1918	0,9994	1,018
9.40043484	−0,0395	0,1879	0,9996	1,018
9.402536403	−0,0377	0,1857	0,9998	1,018
9.404885674	−0,0363	0,1847	1,002	1,02
9.407748278	−0,0363	0,1818	0,9991	1,016
9.410336194	−0,0333	0,1828	0,9967	1,014
9.412529684	−0,0338	0,1806	0,9891	1,006
9.415054736	−0,0331	0,1801	0,9845	1,001
9.417312913	−0,0346	0,1838	0,9852	1,003
9.419169424	−0,0375	0,1887	0,9827	1,001
9.42197859	−0,0419	0,1911	0,9837	1,003
9.424473747	−0,0426	0,1938	0,9842	1,004
9.426893747	−0,0436	0,1943	0,9849	1,005
9.429489111	−0,0463	0,1923	0,9903	1,01
9.431901247	−0,0463	0,1938	0,9974	1,017
9.435089059	−0,0490	0,1953	1,0067	1,027
9.439250257	−0,0524	0,1982	1,0052	1,026
9.439829007	−0,0495	0,2021	1,0038	1,025
9.443057549	−0,0478	0,2028	0,9976	1,019
9.44346984	−0,0446	0,2026	0,9954	1,017
9.446635622	−0,0463	0,2045	0,9957	1,018
9.448215153	−0,0475	0,2048	1,0011	1,023
9.451392861	−0,0456	0,2018	1,0047	1,026
9.453584424	−0,0434	0,1979	1,0072	1,027
9.455728434	−0,0421	0,1899	1,0064	1,025
9.458943955	−0,0399	0,1828	1,0089	1,026
9.460828278	−0,0363	0,1801	1,0172	1,034
9.463011038	−0,0363	0,1806	1,025	1,041
9.465441767	−0,0351	0,1825	1,0255	1,042
9.46842958	−0,0360	0,183	1,0211	1,038
9.471094163	−0,0319	0,1794	1,0089	1,025
9.472784424	−0,0319	0,1735	1,0001	1,016
9.475280934	−0,0341	0,163	0,9986	1,012
9.477290309	−0,0336	0,1611	1,0045	1,018
9.480155934	−0,0324	0,162	1,0118	1,025
9.482492965	−0,0304	0,1596	1,0194	1,032
9.484698642	−0,0270	0,1567	1,0162	1,029
9.487116976	−0,0277	0,1481	1,0103	1,022
9.490748069	−0,0243	0,1418	1,0096	1,02
9.492182236	−0,0248	0,1369	1,0172	1,027
9.496033538	−0,0233	0,1352	1,0272	1,036
9.496954528	−0,0258	0,1352	1,0318	1,041
9.499840465	−0,0192	0,1339	1,0311	1,04
9.501426872	−0,0175	0,1334	1,0235	1,032
9.506704944	−0,0197	0,131	1,0155	1,024
9.507281663	−0,0206	0,1288	1,0094	1,018
9.508106351	−0,0209	0,1295	1,0059	1,014
9.510394267	−0,0206	0,1332	1,0096	1,019
9.512743486	−0,0197	0,1317	1,0062	1,015
9.515501351	−0,0199	0,1288	0,9972	1,006
9.518243851	−0,0150	0,1217	0,9903	0,998
9.520385674	−0,0133	0,1146	0,9893	0,996
9.522995986	−0,0116	0,1066	0,993	0,999
9.525310934	−0,0121	0,1078	1,0042	1,01
9.527560726	−0,0126	0,1093	1,0047	1,011
9.530621455	−0,0089	0,1107	0,9947	1,001
9.532909424	−0,0092	0,1088	0,9813	0,987
9.53531234	−0,0097	0,1073	0,9659	0,972
9.537452392	−0,0175	0,1129	0,9644	0,971
9.540254215	−0,0302	0,1273	0,9654	0,974
9.542913122	−0,0365	0,1356	0,9676	0,978
9.544886299	−0,0409	0,1386	0,9581	0,969
9.547313955	−0,0429	0,1317	0,961	0,971
9.549914215	−0,0468	0,1288	0,9766	0,986
9.553203903	−0,0512	0,1342	1,0006	1,011
9.55428208	−0,0502	0,1415	1,0191	1,03
9.55728333	−0,0463	0,1459	1,0289	1,04
9.559784632	−0,0414	0,1515	1,0255	1,037
9.561694528	−0,0402	0,1518	1,0096	1,022
9.564038955	−0,0373	0,1505	0,9935	1,006
9.571677549	−0,0360	0,1535	0,9859	0,998
9.572338903	−0,0360	0,1569	0,9888	1,002
9.572650465	−0,0385	0,1664	1,0023	1,017
9.572912132	−0,0385	0,1689	1,0059	1,021
9.577238694	−0,0338	0,165	1,0047	1,019
9.57908458	−0,0277	0,153	1,0042	1,016
9.581100361	−0,0272	0,1415	1,0106	1,021
9.583966038	−0,0268	0,1435	1,0182	1,029
9.589980361	−0,0287	0,1466	1,0267	1,038
9.590639319	−0,0243	0,152	1,0147	1,026
9.590924944	−0,0216	0,1466	0,992	1,003
9.593135465	−0,0194	0,1381	0,9676	0,978
9.595357705	−0,0272	0,1359	0,9546	0,965
9.597406559	−0,0395	0,142	0,9576	0,969
9.599660517	−0,0470	0,1498	0,9664	0,979
9.603259424	−0,0480	0,1523	0,9742	0,987
9.604411767	−0,0553	0,1523	0,9688	0,982
9.607134892	−0,0566	0,1496	0,9666	0,98
9.610048799	−0,0614	0,1474	0,9722	0,985
9.611213747	−0,0651	0,1515	0,9835	0,997
9.614762965	−0,0651	0,1598	1,0008	1,016
9.618488799	−0,0644	0,1676	1,0138	1,03
9.621472653	−0,0607	0,175	1,0135	1,03
9.622059059	−0,0551	0,175	1,0059	1,023
9.623954059	−0,0524	0,1645	0,9972	1,012
9.626874319	−0,0585	0,1637	1,0016	1,017
9.629200517	−0,0563	0,164	1,0128	1,028
9.63159484	−0,0536	0,1691	1,025	1,04
9.634035778	−0,0482	0,1676	1,0284	1,043
9.637574996	−0,0429	0,1603	1,0248	1,038
9.639122132	−0,0358	0,1469	1,0162	1,027
9.642324267	−0,0368	0,1381	1,014	1,024
9.643510621	−0,0385	0,142	1,0209	1,031
9.647110934	−0,0414	0,1471	1,026	1,037
9.648067444	−0,0429	0,1537	1,0257	1,038
9.651126299	−0,0390	0,1542	1,014	1,026
9.653475882	−0,0316	0,1479	0,9996	1,011
9.655462444	−0,0231	0,1425	0,991	1,002
9.658264371	−0,0226	0,1422	0,9935	1,004
9.660002496	−0,0268	0,1537	0,9967	1,009
9.662909111	−0,0319	0,1635	0,9913	1,005
9.665178278	−0,0333	0,1625	0,9735	0,987
9.669148382	−0,0351	0,1503	0,9566	0,969
9.669676715	−0,0385	0,1398	0,9476	0,959
9.671950986	−0,0446	0,1408	0,961	0,972
9.674780569	−0,0490	0,1469	0,9783	0,991
9.677097757	−0,0461	0,153	0,9935	1,006
9.679412861	−0,0426	0,1569	0,9986	1,012
9.68177333	−0,0431	0,153	0,9923	1,005
9.685610934	−0,0421	0,1459	0,9842	0,996
9.686331403	−0,0392	0,1449	0,9845	0,996
9.689177757	−0,0382	0,1471	0,9925	1,004
