time	gFx	gFy	gFz	TgF
3.623787707	0,0358	0,2536	1,0077	1,04
3.62648427	0,036	0,2549	1,0069	1,039
3.628950468	0,0363	0,2505	1,0038	1,035
3.631977759	0,0402	0,25	1,0143	1,045
3.633126093	0,0414	0,251	1,0228	1,054
3.635533749	0,0443	0,251	1,0336	1,065
3.639226405	0,0517	0,2409	1,0333	1,062
3.640925728	0,0578	0,236	1,0292	1,057
3.643100207	0,0607	0,2363	1,0189	1,048
3.645617863	0,0583	0,2434	1,0084	1,039
3.647350572	0,0556	0,2507	0,9952	1,028
3.650546197	0,0566	0,2451	0,9827	1,014
3.652009061	0,0558	0,2385	0,9727	1,003
3.655459165	0,0539	0,2402	0,9771	1,008
3.657850051	0,0487	0,2444	0,9854	1,016
3.660785468	0,046	0,2429	0,9954	1,026
3.661644738	0,0456	0,2395	1,0023	1,032
3.664359843	0,0451	0,2407	1,0072	1,037
3.666840884	0,0436	0,2448	1,0067	1,037
3.670799218	0,0434	0,2478	1,0096	1,04
3.671695676	0,0443	0,2512	1,0079	1,04
3.674461978	0,0487	0,2531	1,0047	1,037
3.677157603	0,049	0,2575	0,9954	1,029
3.680017707	0,0492	0,2578	0,994	1,028
3.684603645	0,0502	0,2524	0,9862	1,019
3.685407186	0,0504	0,248	0,982	1,014
3.686615311	0,0529	0,2468	0,9803	1,012
3.688167915	0,0531	0,2478	0,9769	1,009
3.691405311	0,0522	0,247	0,97	1,002
3.692839895	0,0514	0,2414	0,963	0,994
3.696595207	0,05	0,2407	0,9559	0,987
3.698475936	0,0487	0,2451	0,9522	0,984
3.701575728	0,0456	0,2485	0,9529	0,986
3.702522395	0,0468	0,2478	0,9542	0,987
3.705684061	0,0531	0,24	0,9588	0,99
3.70755854	0,059	0,2409	0,9727	1,004
3.710515051	0,0636	0,247	0,9862	1,019
3.712619634	0,0671	0,25	0,9974	1,03
3.71538203	0,0741	0,2522	1,0023	1,036
3.717192811	0,0781	0,2534	1,0008	1,035
3.719455728	0,08	0,2573	0,9967	1,032
3.722183749	0,08	0,2617	0,9937	1,031
3.725352759	0,0783	0,259	0,9923	1,029
3.728071509	0,0788	0,2517	0,9937	1,028
3.731201457	0,0766	0,2473	1,0001	1,033
3.733554217	0,0759	0,2444	1,0116	1,043
3.734003905	0,0739	0,2426	1,0221	1,053
3.737000884	0,0744	0,2404	1,0272	1,058
3.74010177	0,0746	0,2387	1,025	1,055
3.742619686	0,0761	0,2319	1,0216	1,05
3.74391104	0,0761	0,2319	1,0174	1,046
3.748031613	0,0766	0,2326	1,0165	1,046
3.748684947	0,0798	0,2326	1,0123	1,042
3.751614061	0,0785	0,2314	1,0057	1,035
3.753015884	0,0763	0,2309	1,0008	1,03
3.756114374	0,0715	0,2295	0,995	1,024
3.758503853	0,0661	0,2275	0,9942	1,022
3.761000155	0,0612	0,2268	0,9925	1,02
3.763321874	0,059	0,2312	0,9935	1,022
3.765166457	0,0578	0,2326	0,9915	1,02
3.768217238	0,0553	0,2329	0,9869	1,016
3.770755624	0,0509	0,2295	0,9842	1,012
3.773085728	0,0478	0,2321	0,9779	1,006
3.774693488	0,0458	0,2378	0,971	1,001
3.777896405	0,0399	0,2407	0,963	0,993
3.781924165	0,0382	0,2404	0,9549	0,985
3.782364582	0,0395	0,236	0,9515	0,981
3.78473203	0,0351	0,2378	0,9542	0,984
3.787418436	0,0338	0,239	0,9588	0,989
3.789798905	0,038	0,2402	0,9652	0,995
3.792387759	0,0421	0,239	0,9717	1,002
3.794946822	0,0409	0,2453	0,9742	1,005
3.798192238	0,0453	0,2463	0,9766	1,008
3.79887453	0,0485	0,2473	0,9752	1,007
3.801317447	0,0482	0,2485	0,9769	1,009
3.804779999	0,0478	0,2553	0,9808	1,015
3.806939009	0,0468	0,2585	0,9808	1,015
3.80907078	0,05	0,2541	0,9779	1,012
3.811305676	0,0522	0,25	0,9827	1,015
3.816305259	0,0512	0,2512	0,9881	1,021
3.817065572	0,0517	0,2588	0,9947	1,029
3.818220728	0,0524	0,2534	0,9947	1,028
3.820901561	0,0558	0,2458	0,9925	1,024
3.823281822	0,0548	0,2431	0,9932	1,024
3.825744634	0,0548	0,2446	0,9996	1,031
3.82740052	0,0497	0,2502	1,0045	1,036
3.831856509	0,0531	0,2463	1,0047	1,036
3.832410051	0,0541	0,2392	1,0033	1,033
3.83454328	0,0524	0,237	1,0081	1,037
3.836957447	0,0473	0,2431	1,0094	1,039
3.839457342	0,0448	0,2434	1,0064	1,036
3.841855207	0,0453	0,2409	0,9991	1,029
3.844125311	0,0507	0,236	0,9974	1,026
3.847455051	0,047	0,2373	0,994	1,023
3.849768853	0,0451	0,2407	0,9918	1,022
3.851676405	0,0465	0,2397	0,9888	1,019
3.853995155	0,0509	0,2326	0,9888	1,017
3.856353436	0,05	0,2302	0,9901	1,018
3.858448905	0,0512	0,2331	0,9898	1,018
3.860881145	0,0458	0,2378	0,9923	1,021
3.864233697	0,0441	0,2365	0,9913	1,02
3.865961978	0,0468	0,2387	0,9898	1,019
3.86905203	0,047	0,2392	0,9866	1,016
3.871415572	0,0482	0,237	0,9876	1,017
3.87374953	0,049	0,238	0,9876	1,017
3.876164999	0,0509	0,2382	0,9957	1,025
3.878577395	0,0553	0,2407	1,003	1,033
3.88057927	0,0588	0,24	1,0074	1,037
3.882755884	0,0649	0,2321	1,0077	1,036
3.886113853	0,068	0,2321	1,0111	1,04
3.887402707	0,0668	0,2402	1,0121	1,042
3.890841509	0,0688	0,2485	1,0089	1,041
3.893117551	0,0688	0,2458	1,0035	1,035
3.895540832	0,0717	0,2363	0,9989	1,029
3.897744895	0,0741	0,2353	1,0038	1,034
3.900846665	0,0673	0,2424	1,0128	1,044
3.902705988	0,0668	0,2397	1,0182	1,048
3.905200103	0,0663	0,2397	1,0216	1,051
3.907614374	0,0624	0,2419	1,027	1,057
3.910008228	0,0605	0,2461	1,0284	1,059
3.912493176	0,0553	0,2478	1,0279	1,059
3.914380936	0,0531	0,2478	1,0252	1,056
3.917507863	0,0544	0,2441	1,0257	1,056
3.919884478	0,0514	0,2431	1,0235	1,053
3.921994426	0,0517	0,2451	1,0218	1,052
3.92424302	0,0514	0,2444	1,0182	1,048
3.927296457	0,0517	0,2424	1,0099	1,04
3.929324999	0,0492	0,2456	1,0077	1,038
3.933805572	0,0485	0,251	1,0077	1,04
3.934473853	0,0509	0,2463	1,0086	1,04
3.937790467	0,0536	0,2422	1,0096	1,04
3.93809453	0,0563	0,2409	1,0172	1,047
3.940656769	0,0534	0,247	1,0184	1,049
3.943613644	0,0504	0,2478	1,0187	1,05
3.946097186	0,0548	0,2385	1,0123	1,041
3.949472082	0,057	0,2365	1,0059	1,035
3.950227082	0,0553	0,2334	1,0057	1,034
3.954490519	0,0556	0,2407	1,0011	1,031
3.955816197	0,0585	0,2387	0,9964	1,026
3.958894947	0,0627	0,2365	0,9896	1,019
3.960613436	0,0624	0,2365	0,9813	1,011
3.964168176	0,0644	0,2378	0,9717	1,002
3.964925155	0,0639	0,2375	0,9676	0,998
3.967803072	0,0639	0,2363	0,9664	0,997
3.97029078	0,0624	0,2356	0,9627	0,993
3.972313176	0,061	0,2314	0,9661	0,995
3.974845207	0,0649	0,2304	0,9686	0,998
3.977345884	0,0646	0,2346	0,9715	1,002
3.980989842	0,0595	0,2424	0,973	1,004
3.981449582	0,0526	0,2483	0,9656	0,998
3.984564426	0,0507	0,247	0,9598	0,992
3.987365519	0,05	0,2441	0,9593	0,991
3.989234426	0,0458	0,2488	0,9678	1
3.991831769	0,0436	0,251	0,9796	1,012
3.994086717	0,0495	0,2461	0,9874	1,019
3.997447707	0,0585	0,2343	0,9976	1,026
3.998631926	0,0629	0,2287	1,0011	1,029
4.000695936	0,0636	0,2346	1,0069	1,036
4.00401104	0,0636	0,2395	1,0074	1,037
4.006074999	0,0675	0,2378	1,0011	1,031
4.008446092	0,0717	0,2339	0,9957	1,025
4.011003592	0,0719	0,2341	1,0018	1,031
4.014173749	0,0705	0,2334	1,0106	1,04
4.015450572	0,0702	0,2297	1,0187	1,047
4.018383332	0,0724	0,2246	1,0323	1,059
4.020776613	0,0744	0,2172	1,0428	1,068
4.023156613	0,0751	0,2163	1,0455	1,07
4.025452134	0,0824	0,2126	1,0443	1,069
4.027982447	0,0849	0,2072	1,038	1,062
4.031001769	0,0849	0,208	1,0245	1,049
4.032500155	0,0824	0,2106	1,0106	1,036
4.035731717	0,0824	0,2104	0,9984	1,024
4.037414947	0,0805	0,2102	0,9871	1,012
4.039899947	0,0771	0,2106	0,9818	1,007
4.041563488	0,0732	0,2062	0,9781	1,002
4.044569165	0,0729	0,1984	0,9793	1,002
4.049223124	0,0717	0,197	0,9845	1,007
4.049891822	0,0707	0,1935	0,9891	1,01
4.051183488	0,0702	0,1943	0,9869	1,008
4.054833228	0,0705	0,1953	0,9823	1,004
4.059180988	0,0683	0,1943	0,9798	1,001
4.059466092	0,071	0,1933	0,9781	1
4.060497863	0,071	0,1965	0,9769	0,999
4.063681769	0,0693	0,1948	0,9749	0,997
4.065958436	0,0705	0,1943	0,9764	0,998
4.069090467	0,0754	0,1894	0,9796	1,001
4.071419374	0,0722	0,1896	0,9823	1,003
4.073361509	0,0688	0,1931	0,9849	1,006
4.075806769	0,0668	0,1916	0,9866	1,007
4.079019322	0,0661	0,1887	0,9849	1,005
4.081498592	0,0636	0,1904	0,9879	1,008
4.083109269	0,0649	0,1904	0,9908	1,011
4.08551979	0,0622	0,1889	0,993	1,013
4.087826353	0,0651	0,1887	0,9952	1,015
4.09009479	0,0695	0,1835	0,9996	1,019
4.092538124	0,0724	0,1808	1,0062	1,025
4.094932603	0,0705	0,1791	1,0116	1,03
4.097201353	0,0737	0,1747	1,0143	1,032
4.100786249	0,0763	0,1696	1,0179	1,035
4.102344322	0,0763	0,1657	1,0201	1,036
4.104750936	0,0754	0,1611	1,0167	1,032
4.107721353	0,0785	0,1554	1,0128	1,028
4.11019703	0,079	0,1508	1,0057	1,02
4.11182229	0,0756	0,1461	1,0016	1,015
4.114098801	0,0763	0,1425	0,9974	1,01
4.116093644	0,0783	0,1366	0,9972	1,01
4.119952967	0,0832	0,1293	0,9974	1,009
4.121610259	0,0844	0,1222	0,9954	1,006
4.124247603	0,0829	0,1181	0,9998	1,01
4.127321144	0,0824	0,1137	0,9984	1,008
4.130288124	0,0844	0,1095	0,995	1,005
4.130980988	0,0861	0,1056	0,991	1
4.134396144	0,0832	0,1039	0,9866	0,996
4.136741717	0,0795	0,1066	0,9823	0,991
4.138217238	0,0754	0,1058	0,9761	0,985
4.140602186	0,0754	0,1061	0,9698	0,978
4.143152707	0,0741	0,1046	0,9705	0,979
4.144944269	0,071	0,1058	0,9732	0,982
4.147840884	0,0702	0,1068	0,973	0,981
4.149966353	0,0705	0,1054	0,9779	0,986
4.153435988	0,07	0,1022	0,984	0,992
4.155505519	0,0673	0,0966	0,9901	0,997
4.157640103	0,0683	0,0919	0,9976	1,004
4.160355311	0,07	0,09	1,0055	1,012
4.162029009	0,07	0,0858	1,0089	1,015
4.165962863	0,0712	0,0851	1,0096	1,016
4.167268801	0,0744	0,0799	1,0103	1,016
4.170245884	0,0754	0,0775	1,0089	1,015
4.171928749	0,0756	0,0768	1,0064	1,012
4.175101874	0,0776	0,0773	1,0042	1,01
4.177026092	0,0783	0,0736	1,0055	1,011
4.179674999	0,0846	0,069	1,0096	1,015
4.181319634	0,0834	0,0655	1,0187	1,024
4.18454203	0,0817	0,0648	1,0194	1,025
4.187127551	0,0807	0,0614	1,0177	1,023
4.188816457	0,0768	0,0592	1,0157	1,02
4.191469269	0,0751	0,0562	1,0133	1,018
4.193765467	0,0715	0,0567	1,0094	1,013
4.196295467	0,0693	0,058	1,0121	1,016
4.198257551	0,0688	0,056	1,0118	1,016
4.200404946	0,0705	0,0548	1,0177	1,022
4.203892707	0,0702	0,0521	1,025	1,029
4.205986613	0,0702	0,0521	1,0284	1,032
4.209041509	0,071	0,0499	1,0338	1,037
4.210784374	0,0756	0,047	1,0345	1,038
4.212925676	0,0766	0,0455	1,035	1,039
4.215790832	0,079	0,0423	1,0387	1,043
4.218201509	0,0781	0,0404	1,0365	1,04
4.220695207	0,0729	0,0384	1,0389	1,042
4.222717811	0,0729	0,0382	1,0372	1,04
4.225333332	0,0744	0,0374	1,0326	1,036
4.227759217	0,0766	0,0326	1,0255	1,029
4.230359738	0,0768	0,0267	1,0238	1,027
4.232371665	0,0756	0,0194	1,0282	1,031
4.235242186	0,0768	0,0118	1,0323	1,035
4.237120051	0,0754	0,0076	1,0292	1,032
4.239495103	0,0761	0,003	1,0257	1,029
4.241772603	0,0759	0,0008	1,0284	1,031
4.244081144	0,0795	0,0003	1,0238	1,027
4.245787603	0,0856	0,0003	1,0182	1,022
4.249874217	0,0868	−0,0056	1,0116	1,015
4.251819217	0,0876	−0,0124	1,0016	1,005
4.254043853	0,0917	−0,0195	0,9957	1
4.256945728	0,0886	−0,0219	0,9908	0,995
4.259455207	0,0844	−0,0305	0,983	0,987
4.26158328	0,0844	−0,0354	0,97	0,974
4.266393696	0,0846	−0,0398	0,9529	0,958
4.267016821	0,0834	−0,0410	0,9378	0,942
4.269139478	0,0839	−0,0429	0,9273	0,932
4.270391405	0,082	−0,0427	0,9241	0,929
4.273279946	0,0805	−0,0486	0,9266	0,931
4.276607655	0,0778	−0,0515	0,9261	0,931
4.277566874	0,0732	−0,0512	0,928	0,932
4.281087759	0,071	−0,0522	0,9273	0,931
4.28194604	0,0719	−0,0517	0,9292	0,933
4.286369894	0,0705	−0,0478	0,9327	0,937
4.287866769	0,0671	−0,0420	0,9373	0,941
4.291205936	0,0737	−0,0361	0,9471	0,951
4.292472394	0,0781	−0,0339	0,9573	0,961
4.295386665	0,0795	−0,0288	0,9703	0,974
4.298043853	0,0812	−0,0214	0,9849	0,989
4.299334321	0,0827	−0,0188	1,0001	1,004
4.304216978	0,0893	−0,0192	1,0125	1,017
4.304368957	0,0942	−0,0168	1,0245	1,029
4.306492342	0,0986	−0,0195	1,0318	1,037
4.309330624	0,1008	−0,0224	1,035	1,04
4.312598071	0,1015	−0,0275	1,0365	1,042
4.313249217	0,1008	−0,0283	1,0372	1,042
4.317167863	0,1044	−0,0310	1,0345	1,04
4.318462186	0,1049	−0,0312	1,036	1,042
4.322246144	0,1069	−0,0322	1,0414	1,047
4.324583488	0,1081	−0,0329	1,047	1,053
4.325509634	0,1081	−0,0359	1,0472	1,053
4.328842759	0,1071	−0,0356	1,0411	1,047
4.330518071	0,1044	−0,0378	1,0326	1,039
4.333375728	0,1064	−0,0407	1,0182	1,025
4.336692551	0,1042	−0,0415	1,005	1,011
4.337555571	0,0964	−0,0334	0,9823	0,988
4.340775467	0,0881	−0,0258	0,9615	0,966
4.344200624	0,0834	−0,0241	0,9476	0,952
4.344537967	0,0785	−0,0217	0,9378	0,941
4.348592603	0,0715	−0,0217	0,9305	0,933
4.350257603	0,0678	−0,0163	0,9246	0,927
4.352680259	0,0646	−0,0166	0,9258	0,928
4.35514703	0,0644	−0,0148	0,9241	0,926
4.357106509	0,0631	−0,0158	0,9229	0,925
4.359898228	0,0634	−0,0092	0,9226	0,925
4.362250467	0,0636	−0,0012	0,9212	0,923
4.364433488	0,068	0,0049	0,9185	0,921
4.366675936	0,0717	0,0084	0,92	0,923
4.369873749	0,0768	0,0118	0,9273	0,931
4.372163384	0,0744	0,024	0,9366	0,94
4.374507759	0,0739	0,0304	0,9568	0,96
4.377213228	0,0783	0,0294	0,9769	0,98
4.381289113	0,0812	0,0284	0,9994	1,003
4.381993696	0,0812	0,0311	1,024	1,028
4.383570988	0,0839	0,0299	1,0404	1,044
4.387172811	0,0864	0,0279	1,0521	1,056
4.387941769	0,09	0,0223	1,0621	1,066
4.390326561	0,0922	0,0211	1,0675	1,072
4.392896248	0,0917	0,0247	1,0668	1,071
4.395567498	0,0939	0,0284	1,0665	1,071
4.397258019	0,0932	0,0262	1,0616	1,066
4.399835676	0,0949	0,0235	1,0538	1,058
4.402210103	0,0925	0,0223	1,0509	1,055
4.404462134	0,0878	0,0203	1,0489	1,053
4.407392603	0,0856	0,0162	1,0526	1,056
4.411986769	0,0846	0,0067	1,0521	1,056
4.412331196	0,0827	−0,0007	1,0548	1,058
4.415436248	0,08	0,0032	1,0568	1,06
4.418337498	0,0741	−0,0002	1,0472	1,05
4.420408592	0,07	−0,0029	1,0336	1,036
4.422973176	0,0644	−0,0012	1,0238	1,026
4.425506613	0,0627	0,003	1,0145	1,016
4.430174217	0,0568	0,0062	1,0108	1,012
4.430926301	0,0522	0,0042	1,0089	1,01
4.432073801	0,0529	−0,0036	1,0081	1,01
4.434772967	0,0553	−0,0100	1,0086	1,01
4.436307446	0,0544	−0,0073	1,0118	1,013
4.439224842	0,0536	−0,0056	1,015	1,016
4.441395103	0,0614	−0,0024	1,0111	1,013
4.44366078	0,0661	−0,0012	1,0047	1,007
4.446143019	0,0727	0,0037	0,9976	1
4.449640363	0,071	0,0125	0,992	0,995
4.450145311	0,0693	0,0203	0,9854	0,988
4.453555936	0,0685	0,0274	0,9796	0,982
4.456337655	0,0629	0,0252	0,9764	0,979
4.458893228	0,0634	0,0323	0,9791	0,982
4.460705207	0,0641	0,0355	0,9827	0,985
4.463617811	0,0663	0,0343	0,9898	0,993
4.465834321	0,0685	0,034	0,9994	1,002
4.468475155	0,0683	0,0367	1,0094	1,012
4.470291144	0,0685	0,0406	1,0172	1,02
4.472563644	0,0749	0,0389	1,0223	1,026
4.474973748	0,0781	0,0355	1,0267	1,03
4.477205103	0,0827	0,0347	1,0328	1,037
4.480300623	0,0839	0,0365	1,0353	1,039
4.482842707	0,0893	0,0374	1,0394	1,044
4.486328228	0,0969	0,0365	1,045	1,05
4.486490728	0,1037	0,0308	1,0485	1,054
4.490060207	0,1047	0,0296	1,0555	1,061
4.492157498	0,1057	0,0294	1,0616	1,067
4.493609894	0,1118	0,0311	1,0658	1,072
4.496446717	0,1154	0,0282	1,0592	1,066
4.499278853	0,1169	0,0225	1,0504	1,057
4.501728905	0,1137	0,0198	1,0399	1,046
4.505372551	0,1069	0,0206	1,0323	1,038
4.50568828	0,0988	0,0184	1,0221	1,027
4.508926353	0,0927	0,0167	1,0191	1,023
4.513085467	0,0903	0,0096	1,0128	1,017
4.513658801	0,0903	0,0074	1,0128	1,017
4.517824009	0,0851	0,0111	1,0116	1,015
4.518132134	0,0846	0,0152	1,0047	1,008
4.521060415	0,0829	0,0167	0,9962	1
4.522439842	0,0854	0,0176	0,9847	0,989
4.525420936	0,0844	0,022	0,9747	0,979
4.527946405	0,0815	0,0286	0,9644	0,968
4.530073384	0,08	0,0316	0,9586	0,962
4.533197811	0,08	0,035	0,951	0,955
4.535422863	0,0776	0,0343	0,9485	0,952
4.536690311	0,0766	0,0333	0,9495	0,953
4.541209582	0,0754	0,0323	0,9568	0,96
4.542133644	0,0734	0,0357	0,9695	0,973
4.544486196	0,0798	0,0401	0,9813	0,985
4.547066665	0,0839	0,0406	0,9825	0,987
4.549775519	0,079	0,0404	0,9835	0,987
4.552033488	0,0807	0,0416	0,9906	0,995
4.555251873	0,0905	0,0453	1,0038	1,009
4.556890623	0,0971	0,0435	1,0123	1,018
4.559134686	0,1017	0,046	1,0172	1,023
4.561277134	0,1037	0,0499	1,0204	1,027
4.566374373	0,1035	0,0511	1,0125	1,019
4.566665676	0,1027	0,0467	1,0042	1,011
4.568986353	0,1035	0,045	0,9964	1,003
4.571484061	0,1022	0,0401	0,9959	1,002
4.573826873	0,1015	0,0391	1,0023	1,008
4.576284426	0,1017	0,0338	1,0062	1,012
4.580041405	0,1059	0,025	1,0099	1,016
4.581654842	0,1071	0,0154	1,0106	1,016
4.584455363	0,1115	0,0106	1,0143	1,02
4.584961821	0,1101	0,0093	1,0172	1,023
4.588249426	0,1118	0,0096	1,0172	1,023
4.590766405	0,1169	0,0035	1,014	1,021
4.592878905	0,1188	0,0008	1,0138	1,021
4.59511203	0,1152	−0,0026	1,0147	1,021
4.596923436	0,1113	0,003	1,0167	1,023
4.600938228	0,1096	0,0047	1,0169	1,023
4.601961509	0,1091	0,004	1,0135	1,019
4.605242394	0,1057	0,0074	1,0081	1,014
4.607861561	0,103	0,0147	1,0001	1,005
4.612487863	0,0986	0,0245	0,9903	0,996
4.613097238	0,0908	0,0274	0,9803	0,985
4.614632082	0,089	0,026	0,9722	0,977
4.617635884	0,0856	0,022	0,9693	0,973
4.6197363	0,0776	0,0238	0,9713	0,975
4.622516873	0,0705	0,0289	0,9744	0,977
4.624646925	0,0658	0,0333	0,9739	0,977
4.628460363	0,0658	0,0291	0,9764	0,979
4.629105884	0,0649	0,0284	0,9725	0,975
4.631962603	0,0585	0,0321	0,9757	0,978
4.634122238	0,0568	0,0379	0,9813	0,984
4.636220363	0,0607	0,0357	0,9864	0,989
4.63823255	0,0653	0,0299	0,9893	0,992
4.640179373	0,0695	0,026	0,9981	1,001
4.643387967	0,0724	0,026	1,0103	1,013
4.64574104	0,0729	0,0328	1,0191	1,022
4.648810467	0,0751	0,0369	1,0213	1,025
4.650426665	0,0812	0,0355	1,0201	1,024
4.652883175	0,0849	0,034	1,0172	1,021
4.655652707	0,0864	0,0404	1,0184	1,023
4.656992342	0,0864	0,046	1,0189	1,024
4.662873905	0,0854	0,047	1,0174	1,022
4.663750623	0,0876	0,0391	1,0167	1,021
4.667407082	0,0876	0,0286	1,0162	1,02
4.66830104	0,0844	0,0242	1,0172	1,021
4.66891979	0,0807	0,0218	1,0245	1,028
4.67275578	0,08	0,0235	1,0238	1,027
4.6751988	0,0864	0,0164	1,0204	1,024
4.67756255	0,092	0,012	1,016	1,02
4.679162394	0,0971	0,012	1,0201	1,025
4.681974634	0,1013	0,0194	1,0274	1,033
4.684712707	0,1039	0,0186	1,0272	1,033
4.686172394	0,1101	0,0147	1,0221	1,028
4.689297915	0,1101	0,0108	1,0218	1,028
4.692521769	0,1083	0,0108	1,0257	1,031
4.694137446	0,1015	0,0164	1,0301	1,035
4.696038123	0,0966	0,0208	1,0299	1,035
4.698838957	0,0971	0,0174	1,0255	1,03
4.701253175	0,0954	0,0162	1,0243	1,029
4.703415675	0,0893	0,025	1,0284	1,033
4.7061138	0,0829	0,036	1,0274	1,031
4.708961092	0,0763	0,0433	1,0211	1,025
4.710604009	0,0717	0,0445	1,0099	1,013
4.713611405	0,0634	0,0477	1,0018	1,005
4.715865988	0,0529	0,0538	0,993	0,996
4.718063332	0,0451	0,0638	0,9879	0,991
4.720481873	0,0382	0,069	0,9798	0,983
4.72277453	0,0365	0,0716	0,9703	0,974
4.724900467	0,036	0,0787	0,9664	0,97
4.72685354	0,0368	0,0834	0,9581	0,962
4.730582342	0,0355	0,0873	0,9561	0,961
4.732945623	0,0382	0,0953	0,9539	0,959
4.734848436	0,0414	0,1012	0,9517	0,958
4.737206248	0,0426	0,1058	0,9483	0,955
4.73964255	0,0465	0,108	0,9456	0,953
4.743083905	0,046	0,1122	0,9502	0,958
4.744182655	0,0453	0,1156	0,9549	0,963
4.746440207	0,0456	0,119	0,961	0,969
4.749993228	0,0443	0,1188	0,9715	0,98
4.7513038	0,0443	0,1198	0,9862	0,994
4.754457186	0,0463	0,1185	1,0028	1,011
4.756553175	0,047	0,121	1,0189	1,027
4.760684061	0,0497	0,1212	1,0316	1,04
4.76137255	0,057	0,1251	1,0475	1,056
4.764041978	0,0634	0,1251	1,0585	1,068
4.766877342	0,0715	0,1271	1,066	1,076
4.76895755	0,0781	0,1305	1,0712	1,082
4.771053488	0,0812	0,1349	1,0717	1,083
4.773489373	0,0864	0,1374	1,066	1,078
4.7754613	0,0903	0,1418	1,0599	1,073
4.777897394	0,0864	0,142	1,0494	1,063
4.781268123	0,0851	0,1442	1,0389	1,052
4.78313479	0,0749	0,1459	1,0282	1,041
4.785684738	0,0666	0,1493	1,0189	1,032
4.78809578	0,0566	0,1535	1,0121	1,025
4.790661978	0,0475	0,1532	1,0079	1,021
4.794745571	0,0426	0,1523	1,0101	1,022
4.795518853	0,0346	0,1513	1,0118	1,024
4.797804634	0,0299	0,1508	1,0145	1,026
4.799053905	0,0311	0,1518	1,0199	1,032
4.801344634	0,0297	0,1491	1,0209	1,032
4.804064373	0,0326	0,1518	1,023	1,035
4.8063913	0,0333	0,1535	1,0167	1,029
4.808905207	0,038	0,1567	1,0111	1,024
4.81170703	0,039	0,1586	1,0013	1,015
4.814306352	0,0402	0,1613	0,9918	1,006
4.817639009	0,0404	0,1645	0,9876	1,002
4.81868578	0,0382	0,1694	0,9801	0,995
4.821789582	0,0382	0,1689	0,9688	0,984
4.823935832	0,0392	0,1738	0,9634	0,98
4.826095102	0,039	0,173	0,9571	0,973
4.82875828	0,0358	0,1764	0,9593	0,976
4.831373592	0,036	0,1811	0,96	0,978
4.833617811	0,0407	0,1825	0,9598	0,978
4.83620854	0,0397	0,183	0,9608	0,979
4.838166665	0,0385	0,1843	0,9652	0,983
4.840830727	0,0409	0,1865	0,9703	0,989
4.84241578	0,0397	0,1899	0,9727	0,992
4.84491255	0,0434	0,1945	0,9761	0,996
4.848261457	0,049	0,1931	0,9808	1,001
4.850510155	0,0556	0,196	0,9884	1,009
4.852956248	0,0641	0,1948	0,994	1,015
4.854894477	0,0715	0,1906	1,0011	1,022
4.857557967	0,0795	0,1843	1,0096	1,029
4.8595088	0,0861	0,1752	1,0177	1,036
4.861729425	0,0908	0,1679	1,024	1,042
4.865315102	0,0915	0,1613	1,0226	1,039
4.866968123	0,0917	0,1554	1,0152	1,031
4.869597186	0,09	0,153	1,0121	1,028
4.871833227	0,0866	0,152	1,0042	1,019
4.874318332	0,0881	0,1476	1,0023	1,017
4.876585155	0,089	0,14	0,9962	1,01
4.879156925	0,0912	0,1347	0,995	1,008
4.881896457	0,0912	0,1271	0,9935	1,006
4.884282863	0,0898	0,1288	0,9984	1,011
4.886871352	0,0878	0,1317	0,9937	1,006
4.88960979	0,0886	0,131	0,9808	0,993
4.891684113	0,089	0,1293	0,9676	0,98
4.894436405	0,0854	0,1339	0,9637	0,977
4.895867811	0,0793	0,1408	0,9612	0,975
4.898529165	0,0729	0,1479	0,9586	0,973
4.90073604	0,0717	0,1503	0,9559	0,97
4.903170155	0,0673	0,1496	0,9559	0,97
4.905678696	0,0634	0,1488	0,9588	0,972
4.909866613	0,0558	0,1574	0,9625	0,977
4.912916821	0,0485	0,1596	0,9661	0,98
4.913092707	0,0448	0,1628	0,9649	0,98
4.916031925	0,0407	0,1618	0,9566	0,971
4.917720884	0,0417	0,162	0,959	0,974
4.921197186	0,0387	0,164	0,959	0,974
4.92267453	0,0407	0,1689	0,9627	0,978
4.925672082	0,0468	0,1725	0,9669	0,983
4.928895884	0,0512	0,1747	0,9678	0,985
4.930481769	0,0541	0,1784	0,9681	0,986
4.93208505	0,0592	0,1823	0,9642	0,983
4.934819269	0,0588	0,1874	0,961	0,981
4.937687811	0,0622	0,1913	0,9625	0,983
4.939474582	0,0617	0,1967	0,9612	0,983
4.945255832	0,0617	0,2004	0,9612	0,984
4.94585078	0,0639	0,2014	0,9634	0,986
4.946658332	0,0629	0,2065	0,9632	0,987
4.95028979	0,0602	0,2082	0,9632	0,987
4.950521977	0,0585	0,2109	0,9649	0,989
4.953983227	0,0558	0,2143	0,9659	0,991
4.956138905	0,059	0,2172	0,9678	0,994
4.959109165	0,0583	0,2207	0,9691	0,996
4.96060854	0,059	0,2211	0,9757	1,002
4.962709269	0,0578	0,2265	0,9849	1,012
4.966092915	0,0595	0,2314	0,9908	1,019
4.967675102	0,058	0,2339	0,9964	1,025
4.971582811	0,061	0,2348	1,002	1,031
4.973687863	0,061	0,238	1,0045	1,034
4.975099738	0,0631	0,24	1,0084	1,038
4.97739729	0,0617	0,2417	1,0113	1,042
